Assuming rdf:type as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 120756 facts in 0.96 s using 180 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  http://dbpedia.org/ontology/spokenIn  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/spokenIn  ?b	0.502538071	0.543956044	0.916666667	99	182	108	?b
?a  http://dbpedia.org/ontology/languageFamily  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/spokenIn  ?b	0.076142132	0.326086957	0.6	15	46	25	?b
?f  http://dbpedia.org/ontology/language  ?a  ?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/spokenIn  ?b	0.091370558	0.015319149	0.3	18	1175	60	?b
?b  http://dbpedia.org/ontology/country  ?f  ?a  http://dbpedia.org/ontology/spokenIn  ?f   => ?a  http://dbpedia.org/ontology/spokenIn  ?b	0.040609137	0.002669336	0.117647059	8	2997	68	?b
?a  http://dbpedia.org/ontology/languageRegulator  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/spokenIn  ?b	0.010152284	0.666666667	1	2	3	2	?b
?e  http://dbpedia.org/ontology/languageFamily  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/spokenIn  ?b	0.020304569	0.222222222	0.266666667	4	18	15	?b
?e  http://dbpedia.org/ontology/officialLanguage  ?a  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/spokenIn  ?b	0.060913706	0.099173554	0.387096774	12	121	31	?b
?e  http://dbpedia.org/ontology/regionalLanguage  ?a  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/spokenIn  ?b	0.030456853	0.230769231	0.545454545	6	26	11	?b
?e  http://dbpedia.org/ontology/spokenIn  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/spokenIn  ?b	0.045685279	0.18	0.18	9	50	50	?b
?e  http://dbpedia.org/ontology/language  ?a  ?e  http://dbpedia.org/ontology/religion  ?b   => ?a  http://dbpedia.org/ontology/spokenIn  ?b	0.015228426	0.011406844	0.5	3	263	6	?b
?e  http://dbpedia.org/ontology/language  ?a  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/spokenIn  ?b	0.106598985	0.049528302	0.225806452	21	424	93	?b
?e  http://dbpedia.org/ontology/language  ?b  ?e  http://dbpedia.org/ontology/officialLanguage  ?a   => ?a  http://dbpedia.org/ontology/spokenIn  ?b	0.010152284	0.018691589	0.333333333	2	107	6	?b
?e  http://dbpedia.org/ontology/language  ?a  ?e  http://dbpedia.org/ontology/locationCountry  ?b   => ?a  http://dbpedia.org/ontology/spokenIn  ?b	0.015228426	0.25	0.3	3	12	10	?b
?e  http://dbpedia.org/ontology/language  ?a  ?e  http://dbpedia.org/ontology/related  ?b   => ?a  http://dbpedia.org/ontology/spokenIn  ?b	0.010152284	0.016528926	0.181818182	2	121	11	?b
?a  http://dbpedia.org/ontology/countySeat  ?b  ?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.023148148	0.833333333	1	5	6	5	?a
?a  http://dbpedia.org/ontology/capital  ?b  ?b  http://dbpedia.org/ontology/country  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.055555556	0.222222222	0.6	12	54	20	?a
?a  http://dbpedia.org/ontology/countySeat  ?b  ?b  http://dbpedia.org/ontology/isPartOf  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.291666667	0.63	0.954545455	63	100	66	?a
?b  http://dbpedia.org/ontology/type  ?a  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.050925926	0.578947368	1	11	19	11	?a
?a  http://dbpedia.org/ontology/countySeat  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.069444444	0.75	1	15	20	15	?a
?b  http://dbpedia.org/ontology/isPartOf  ?a  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.12962963	0.56	1	28	50	28	?a
?b  http://dbpedia.org/ontology/isPartOf  ?a  ?b  http://dbpedia.org/ontology/type  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.277777778	0.130718954	0.338983051	60	459	177	?a
?a  http://dbpedia.org/ontology/countySeat  ?b  ?b  http://dbpedia.org/ontology/type  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.199074074	0.632352941	0.955555556	43	68	45	?a
?b  http://dbpedia.org/ontology/isPartOf  ?f  ?f  http://www.w3.org/2002/07/owl%23differentFrom  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.018518519	0.085106383	0.19047619	4	47	21	?a
?b  http://dbpedia.org/ontology/populationMetro  ?f  ?a  http://dbpedia.org/ontology/populationTotal  ?f   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.027777778	0.352941176	1	6	17	6	?a
?b  http://dbpedia.org/ontology/isPartOf  ?f  ?f  http://dbpedia.org/ontology/state  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.064814815	0.077348066	0.11023622	14	181	127	?a
?f  http://dbpedia.org/ontology/isPartOf  ?a  ?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.162037037	0.072164948	0.191256831	35	485	183	?a
?a  http://dbpedia.org/ontology/largestCity  ?f  ?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.324074074	0.330188679	0.330188679	70	212	212	?a
?f  http://dbpedia.org/ontology/type  ?a  ?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.097222222	0.090128755	0.318181818	21	233	66	?a
?a  http://dbpedia.org/ontology/countySeat  ?f  ?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.101851852	0.23655914	0.360655738	22	93	61	?a
?a  http://dbpedia.org/ontology/capital  ?f  ?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.041666667	0.033088235	0.3	9	272	30	?a
?a  http://dbpedia.org/ontology/countySeat  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.101851852	0.148648649	0.2	22	148	110	?a
?a  http://dbpedia.org/ontology/largestCity  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.324074074	0.253623188	0.253623188	70	276	276	?a
?f  http://dbpedia.org/ontology/largestCity  ?b  ?a  http://dbpedia.org/ontology/state  ?f   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.050925926	0.025522042	0.154929577	11	431	71	?a
?f  http://dbpedia.org/ontology/largestCity  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.25462963	0.099637681	0.833333333	55	552	66	?a
?f  http://dbpedia.org/ontology/capital  ?b  ?a  http://dbpedia.org/ontology/state  ?f   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.041666667	0.017142857	0.1	9	525	90	?a
?f  http://dbpedia.org/ontology/capital  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.069444444	0.022354694	0.263157895	15	671	57	?a
?a  http://dbpedia.org/ontology/capital  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.041666667	0.029126214	0.109756098	9	309	82	?a
?e  http://dbpedia.org/ontology/countySeat  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.018518519	0.090909091	0.285714286	4	44	14	?a
?e  http://dbpedia.org/ontology/countySeat  ?b  ?e  http://www.w3.org/2002/07/owl%23differentFrom  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.018518519	0.16	0.333333333	4	25	12	?a
?e  http://dbpedia.org/ontology/largestCity  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.24537037	0.358108108	0.828125	53	148	64	?a
?e  http://dbpedia.org/ontology/countySeat  ?b  ?e  http://dbpedia.org/ontology/state  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.064814815	0.117647059	0.17721519	14	119	79	?a
?e  http://dbpedia.org/ontology/largestCity  ?b  ?e  http://dbpedia.org/ontology/state  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.050925926	0.1	0.154929577	11	110	71	?a
?e  http://dbpedia.org/ontology/distributingCompany  ?a  ?e  http://dbpedia.org/ontology/location  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.013888889	0.032967033	0.333333333	3	91	9	?a
?e  http://dbpedia.org/ontology/distributingLabel  ?a  ?e  http://dbpedia.org/ontology/location  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.013888889	0.028846154	0.15	3	104	20	?a
?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.12037037	0.0085639	0.120930233	26	3036	215	?a
?e  http://dbpedia.org/ontology/capital  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.069444444	0.074257426	0.3125	15	202	48	?a
?e  http://dbpedia.org/ontology/country  ?b  ?e  http://dbpedia.org/ontology/language  ?a   => ?a  http://dbpedia.org/ontology/spokenIn  ?b	0.045685279	0.163636364	0.195652174	9	55	46	?b
?e  http://dbpedia.org/ontology/type  ?a  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.092592593	0.03992016	0.136054422	20	501	147	?a
?e  http://dbpedia.org/ontology/locationCity  ?b  ?e  http://dbpedia.org/ontology/locationCountry  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.032407407	0.125	0.14	7	56	50	?a
?e  http://dbpedia.org/ontology/isPartOf  ?a  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.157407407	0.044098573	0.125	34	771	272	?a
?e  http://dbpedia.org/ontology/residence  ?a  ?e  http://dbpedia.org/ontology/residence  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.041666667	0.027607362	0.140625	9	326	64	?a
?e  http://dbpedia.org/ontology/locationCity  ?a  ?e  http://dbpedia.org/ontology/locationCity  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.032407407	0.035175879	0.179487179	7	199	39	?a
?e  http://dbpedia.org/ontology/hometown  ?a  ?e  http://dbpedia.org/ontology/hometown  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.078703704	0.027777778	0.1328125	17	612	128	?a
?e  http://dbpedia.org/ontology/campus  ?a  ?e  http://dbpedia.org/ontology/city  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.078703704	0.109677419	0.186813187	17	155	91	?a
?e  http://dbpedia.org/ontology/city  ?b  ?e  http://dbpedia.org/ontology/state  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.087962963	0.066433566	0.115151515	19	286	165	?a
?e  http://dbpedia.org/ontology/birthPlace  ?b  ?e  http://dbpedia.org/ontology/instrument  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.013888889	0.003125	0.142857143	3	960	21	?a
?e  http://dbpedia.org/ontology/location  ?a  ?e  http://dbpedia.org/ontology/location  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.055555556	0.018957346	0.104347826	12	633	115	?a
?e  http://dbpedia.org/ontology/birthPlace  ?b  ?e  http://dbpedia.org/ontology/occupation  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.023148148	0.002823264	0.12195122	5	1771	41	?a
?e  http://dbpedia.org/ontology/birthPlace  ?b  ?e  http://dbpedia.org/ontology/genre  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.013888889	0.001311189	0.15	3	2288	20	?a
?e  http://dbpedia.org/ontology/affiliation  ?a  ?e  http://dbpedia.org/ontology/city  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.078703704	0.061818182	0.153153153	17	275	111	?a
?e  http://dbpedia.org/ontology/headquarter  ?a  ?e  http://dbpedia.org/ontology/headquarter  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.055555556	0.057142857	0.196721311	12	210	61	?a
?e  http://dbpedia.org/ontology/athletics  ?a  ?e  http://dbpedia.org/ontology/city  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.069444444	0.102040816	0.161290323	15	147	93	?a
?e  http://dbpedia.org/ontology/deathPlace  ?b  ?e  http://dbpedia.org/ontology/restingPlace  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.013888889	0.01910828	0.12	3	157	25	?a
?e  http://dbpedia.org/ontology/headquarter  ?b  ?e  http://dbpedia.org/ontology/locationCountry  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.013888889	0.157894737	0.230769231	3	19	13	?a
?e  http://dbpedia.org/ontology/city  ?b  ?e  http://dbpedia.org/ontology/country  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.050925926	0.057894737	0.105769231	11	190	104	?a
?e  http://dbpedia.org/ontology/deathPlace  ?a  ?e  http://dbpedia.org/ontology/deathPlace  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.064814815	0.022012579	0.122807018	14	636	114	?a
?e  http://dbpedia.org/ontology/headquarter  ?b  ?e  http://dbpedia.org/ontology/regionServed  ?a   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.018518519	0.105263158	0.2	4	38	20	?a
?e  http://dbpedia.org/ontology/country  ?a  ?e  http://dbpedia.org/ontology/headquarter  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.027777778	0.181818182	0.285714286	6	33	21	?a
?e  http://dbpedia.org/ontology/foundationPlace  ?a  ?e  http://dbpedia.org/ontology/foundationPlace  ?b   => ?a  http://dbpedia.org/ontology/largestCity  ?b	0.018518519	0.031746032	0.105263158	4	126	38	?a
?b  http://dbpedia.org/ontology/countySeat  ?a  ?a  http://dbpedia.org/ontology/isPartOf  ?b   => ?a  http://dbpedia.org/ontology/type  ?b	0.035460993	0.55	0.887096774	55	100	62	?a
?b  http://dbpedia.org/ontology/countySeat  ?a  ?b  http://dbpedia.org/ontology/largestCity  ?a   => ?a  http://dbpedia.org/ontology/type  ?b	0.027724049	0.457446809	0.781818182	43	94	55	?a
?b  http://dbpedia.org/ontology/capital  ?a  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/type  ?b	0.012250161	0.256756757	0.703703704	19	74	27	?a
?a  http://dbpedia.org/ontology/locationCity  ?b  ?a  http://dbpedia.org/ontology/locationCountry  ?b   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	1	1	2	2	2	?a
?a  http://dbpedia.org/ontology/isPartOf  ?b  ?b  http://dbpedia.org/ontology/largestCity  ?a   => ?a  http://dbpedia.org/ontology/type  ?b	0.03868472	0.495867769	0.769230769	60	121	78	?a
?b  http://dbpedia.org/ontology/largestCity  ?f  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/type  ?b	0.012894907	0.094339623	0.303030303	20	212	66	?a
?a  http://dbpedia.org/ontology/isPartOf  ?b  ?a  http://dbpedia.org/ontology/timeZone  ?b   => ?a  http://dbpedia.org/ontology/type  ?b	0.018052869	0.571428571	1	28	49	28	?a
?b  http://dbpedia.org/ontology/largestCity  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/type  ?b	0.013539652	0.076086957	0.512195122	21	276	41	?a
?a  http://dbpedia.org/ontology/affiliation  ?f  ?f  http://dbpedia.org/ontology/type  ?b   => ?a  http://dbpedia.org/ontology/type  ?b	0.011605416	0.346153846	0.473684211	18	52	38	?a
?f  http://dbpedia.org/ontology/type  ?b  ?a  http://www.w3.org/2002/07/owl%23differentFrom  ?f   => ?a  http://dbpedia.org/ontology/type  ?b	0.010315925	0.228571429	0.333333333	16	70	48	?a
?f  http://dbpedia.org/ontology/isPartOf  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/type  ?b	0.045132173	0.144329897	0.338164251	70	485	207	?a
?e  http://dbpedia.org/ontology/campus  ?b  ?e  http://dbpedia.org/ontology/city  ?a   => ?a  http://dbpedia.org/ontology/type  ?b	0.010960671	0.109677419	0.2125	17	155	80	?a
?a  http://dbpedia.org/ontology/timeZone  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/type  ?b	0.011605416	0.139534884	0.375	18	129	48	?a
?e  http://dbpedia.org/ontology/athletics  ?b  ?e  http://dbpedia.org/ontology/city  ?a   => ?a  http://dbpedia.org/ontology/type  ?b	0.014829142	0.156462585	0.252747253	23	147	91	?a
?e  http://dbpedia.org/ontology/capital  ?a  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/type  ?b	0.010960671	0.084158416	0.197674419	17	202	86	?a
?e  http://dbpedia.org/ontology/isPartOf  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/type  ?b	0.045776918	0.092088197	0.427710843	71	771	166	?a
?f  http://dbpedia.org/ontology/type  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/type  ?b	0.065119278	0.433476395	0.834710744	101	233	121	?a
?e  http://dbpedia.org/ontology/isPartOf  ?a  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/type  ?b	0.011605416	0.023346304	0.2	18	771	90	?a
?e  http://dbpedia.org/ontology/city  ?a  ?e  http://dbpedia.org/ontology/state  ?b   => ?a  http://dbpedia.org/ontology/type  ?b	0.027079304	0.146853147	0.244186047	42	286	172	?a
?e  http://dbpedia.org/ontology/affiliation  ?b  ?e  http://dbpedia.org/ontology/city  ?a   => ?a  http://dbpedia.org/ontology/type  ?b	0.014184397	0.08	0.165413534	22	275	133	?a
?e  http://dbpedia.org/ontology/type  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/type  ?b	0.065764023	0.203592814	0.857142857	102	501	119	?a
?e  http://dbpedia.org/ontology/type  ?b  ?e  http://www.w3.org/2002/07/owl%23differentFrom  ?a   => ?a  http://dbpedia.org/ontology/type  ?b	0.010315925	0.2	0.326530612	16	80	49	?a
?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/type  ?b	0.04964539	0.025362319	0.111271676	77	3036	692	?a
?b  http://dbpedia.org/ontology/capital  ?f  ?a  http://dbpedia.org/ontology/foundationPlace  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.047169811	0.128205128	0.128205128	5	39	39	?a
?a  http://dbpedia.org/ontology/foundationPlace  ?f  ?f  http://dbpedia.org/ontology/largestCity  ?b   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.047169811	0.142857143	0.142857143	5	35	35	?a
?b  http://dbpedia.org/ontology/isPartOf  ?f  ?a  http://dbpedia.org/ontology/locationCountry  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	0.007936508	0.333333333	2	252	6	?a
?a  http://dbpedia.org/ontology/foundationPlace  ?f  ?b  http://dbpedia.org/ontology/largestCity  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.047169811	0.161290323	0.161290323	5	31	31	?a
?a  http://dbpedia.org/ontology/industry  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.037735849	0.032786885	0.181818182	4	122	22	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/foundationPlace  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.169811321	0.461538462	0.461538462	18	39	39	?a
?f  http://dbpedia.org/ontology/foundationPlace  ?b  ?a  http://dbpedia.org/ontology/product  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.047169811	1	1	5	5	5	?a
?f  http://dbpedia.org/ontology/capital  ?b  ?a  http://dbpedia.org/ontology/foundationPlace  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.047169811	0.217391304	0.217391304	5	23	23	?a
?f  http://dbpedia.org/ontology/location  ?b  ?a  http://dbpedia.org/ontology/product  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	0.5	1	2	4	2	?a
?a  http://dbpedia.org/ontology/industry  ?f  ?f  http://dbpedia.org/ontology/largestCity  ?b   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	0.055555556	0.333333333	2	36	6	?a
?a  http://dbpedia.org/ontology/foundationPlace  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.679245283	0.411428571	0.411428571	72	175	175	?a
?a  http://dbpedia.org/ontology/foundationPlace  ?f  ?f  http://dbpedia.org/ontology/isPartOf  ?b   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.160377358	0.182795699	0.182795699	17	93	93	?a
?f  http://dbpedia.org/ontology/largestCity  ?b  ?a  http://dbpedia.org/ontology/locationCity  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	0.047619048	0.153846154	2	42	13	?a
?a  http://dbpedia.org/ontology/locationCountry  ?f  ?f  http://dbpedia.org/ontology/officialLanguage  ?b   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	0.02020202	0.111111111	2	99	18	?a
?a  http://dbpedia.org/ontology/locationCity  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.188679245	0.052083333	0.240963855	20	384	83	?a
?a  http://dbpedia.org/ontology/locationCountry  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.122641509	0.060465116	0.333333333	13	215	39	?a
?f  http://dbpedia.org/ontology/capital  ?b  ?a  http://dbpedia.org/ontology/locationCountry  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	0.068965517	0.333333333	2	29	6	?a
?f  http://dbpedia.org/ontology/largestCity  ?b  ?a  http://dbpedia.org/ontology/location  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.028301887	0.020833333	0.3	3	144	10	?a
?f  http://dbpedia.org/ontology/foundationPlace  ?b  ?a  http://dbpedia.org/ontology/owner  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	0.068965517	0.285714286	2	29	7	?a
?a  http://dbpedia.org/ontology/isPartOf  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/type  ?b	0.115409413	0.1026965	0.161552347	179	1743	1108	?a
?f  http://dbpedia.org/ontology/foundationPlace  ?b  ?a  http://dbpedia.org/ontology/service  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	1	1	2	2	2	?a
?f  http://dbpedia.org/ontology/largestCity  ?b  ?a  http://dbpedia.org/ontology/locationCountry  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.028301887	0.027272727	0.157894737	3	110	19	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/locationCity  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.103773585	0.085271318	0.47826087	11	129	23	?a
?a  http://dbpedia.org/ontology/keyPerson  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	0.105263158	0.5	2	19	4	?a
?f  http://dbpedia.org/ontology/locationCity  ?b  ?a  http://dbpedia.org/ontology/owningCompany  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	0.022988506	0.181818182	2	87	11	?a
?f  http://dbpedia.org/ontology/locationCountry  ?b  ?a  http://dbpedia.org/ontology/parentCompany  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	0.028985507	0.333333333	2	69	6	?a
?f  http://dbpedia.org/ontology/foundationPlace  ?b  ?a  http://dbpedia.org/ontology/parentCompany  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	0.018018018	0.4	2	111	5	?a
?e  http://dbpedia.org/ontology/foundationPlace  ?b  ?e  http://dbpedia.org/ontology/foundedBy  ?a   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	0.666666667	1	2	3	2	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/location  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.028301887	0.010638298	0.25	3	282	12	?a
?f  http://dbpedia.org/ontology/locationCountry  ?b  ?a  http://dbpedia.org/ontology/owningCompany  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	0.060606061	0.5	2	33	4	?a
?f  http://dbpedia.org/ontology/locationCity  ?b  ?a  http://dbpedia.org/ontology/parentCompany  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	0.011976048	0.25	2	167	8	?a
?f  http://dbpedia.org/ontology/foundationPlace  ?b  ?a  http://dbpedia.org/ontology/foundedBy  ?f   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.018867925	0.666666667	1	2	3	2	?a
?e  http://dbpedia.org/ontology/foundationPlace  ?b  ?e  http://dbpedia.org/ontology/product  ?a   => ?a  http://dbpedia.org/ontology/foundationPlace  ?b	0.047169811	0.057471264	1	5	87	5	?a
